,SH,Category,Weight,Filling start,Alt filling start,Filling end,Pickup,Plate,Arrival,Unload,trip_id
1848,HK Scan Rauma,Sekatuote siipikarja luokka 3,13020kg,2021-08-31T07:08:00Z,,2021-08-31T10:03:00Z,2021-08-31T12:40:00Z,LOH-244,2021-08-31T14:29:00Z,2021-08-31T14:55:00Z,949.0
1849,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14660kg,2021-08-31T09:06:00Z,,2021-08-31T10:59:00Z,2021-08-31T13:19:00Z,NLZ-735,2021-08-31T16:19:00Z,2021-08-31T17:30:00Z,950.0
1850,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14720kg,2021-08-31T10:59:00Z,,2021-08-31T12:55:00Z,2021-08-31T13:20:00Z,NLZ-735,2021-08-31T16:43:00Z,2021-08-31T17:31:00Z,950.0
1851,HK Scan Rauma,Sekatuote siipikarja luokka 3,14260kg,2021-08-31T12:36:00Z,,2021-08-31T15:43:00Z,2021-08-31T16:00:00Z,VZR-635,2021-08-31T18:02:00Z,2021-08-31T18:59:00Z,951.0
1852,HK Scan Rauma,Sekatuote siipikarja luokka 3,14180kg,2021-08-31T10:03:00Z,,2021-08-31T13:37:00Z,2021-08-31T16:01:00Z,VZR-635,2021-08-31T18:02:00Z,2021-08-31T19:00:00Z,951.0
1853,HK Scan Rauma,Sekatuote siipikarja luokka 3,14220kg,2021-08-31T15:48:00Z,,2021-08-31T19:11:00Z,2021-08-31T19:17:00Z,LOH-244,2021-08-31T21:04:00Z,2021-08-31T21:13:00Z,952.0
1854,HK Scan Rauma,Sekatuote siipikarja luokka 3,14620kg,2021-08-31T13:47:00Z,,2021-08-31T17:19:00Z,2021-08-31T19:18:00Z,LOH-244,2021-08-31T21:04:00Z,2021-08-31T21:31:00Z,952.0
1855,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14000kg,2021-08-31T14:20:00Z,,2021-08-31T16:14:00Z,2021-08-31T19:54:00Z,NLZ-735,2021-08-31T21:43:00Z,2021-08-31T22:49:00Z,953.0
1856,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,11200kg,2021-08-31T12:55:00Z,,2021-08-31T14:20:00Z,2021-08-31T19:55:00Z,NLZ-735,2021-08-31T22:01:00Z,2021-08-31T22:49:00Z,953.0
1857,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13780kg,2021-08-31T16:14:00Z,,2021-08-31T18:14:00Z,2021-08-31T19:56:00Z,NLZ-735,2021-08-31T22:22:00Z,2021-08-31T22:50:00Z,953.0
1858,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",12780kg,2021-08-31T04:07:00Z,,2021-08-31T19:45:00Z,2021-08-31T22:08:00Z,VZR-635,2021-09-01T01:01:00Z,2021-09-01T01:09:00Z,954.0
1859,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14780kg,2021-08-31T19:42:00Z,,2021-09-01T06:55:00Z,2021-09-01T07:08:00Z,TLY-876,2021-09-01T08:56:00Z,2021-09-01T10:02:00Z,955.0
1860,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,11440kg,2021-08-31T18:14:00Z,,2021-08-31T19:42:00Z,2021-09-01T07:08:00Z,TLY-876,2021-09-01T08:56:00Z,2021-09-01T10:01:00Z,955.0
1861,HK Scan Rauma,Sekatuote siipikarja luokka 3,12760kg,2021-09-01T03:49:00Z,2021-09-01T04:00:00Z,2021-09-01T08:06:00Z,2021-09-01T09:24:00Z,VZR-635,2021-09-01T11:33:00Z,2021-09-01T12:35:00Z,956.0
1862,HK Scan Rauma,Sekatuote siipikarja luokka 3,11400kg,2021-08-31T17:24:00Z,,2021-08-31T22:02:00Z,2021-09-01T09:24:00Z,VZR-635,2021-09-01T11:33:00Z,2021-09-01T12:35:00Z,956.0
1863,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13480kg,2021-09-01T07:02:00Z,,2021-09-01T09:48:00Z,2021-09-01T14:18:00Z,NLZ-735,2021-09-01T16:17:00Z,2021-09-01T17:38:00Z,957.0
1864,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13240kg,2021-09-01T11:39:00Z,,2021-09-01T13:21:00Z,2021-09-01T14:19:00Z,NLZ-735,2021-09-01T16:17:00Z,2021-09-01T17:39:00Z,957.0
1865,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15240kg,2021-09-01T09:50:00Z,,2021-09-01T11:39:00Z,2021-09-01T14:19:00Z,NLZ-735,2021-09-01T16:17:00Z,2021-09-01T17:39:00Z,957.0
1866,HK Scan Rauma,Sekatuote siipikarja luokka 3,13560kg,2021-09-01T06:29:00Z,,2021-09-01T13:28:00Z,2021-09-01T15:18:00Z,VZR-635,2021-09-01T17:40:00Z,2021-09-01T18:57:00Z,958.0
1867,HK Scan Rauma,Sekatuote siipikarja luokka 3,12980kg,2021-09-01T13:29:00Z,,2021-09-01T13:32:00Z,2021-09-01T15:18:00Z,VZR-635,2021-09-01T17:40:00Z,2021-09-01T18:57:00Z,958.0
1868,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14560kg,2021-08-31T05:48:00Z,,2021-09-01T09:48:00Z,2021-09-01T16:13:00Z,IMV-333,2021-09-01T12:53:00Z,2021-09-01T16:15:00Z,959.0
1869,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14100kg,2021-09-01T14:57:00Z,,2021-09-01T16:55:00Z,2021-09-01T18:17:00Z,JJV-660,2021-09-01T20:15:00Z,2021-09-01T21:54:00Z,960.0
1870,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12920kg,2021-09-01T13:21:00Z,,2021-09-01T14:57:00Z,2021-09-01T18:17:00Z,JJV-660,2021-09-01T20:15:00Z,2021-09-01T21:55:00Z,960.0
1871,HK Scan Rauma,Sekatuote siipikarja luokka 3,12760kg,2021-09-01T13:35:00Z,,2021-09-01T17:29:00Z,2021-09-01T20:40:00Z,NLZ-735,2021-09-01T22:43:00Z,2021-09-01T23:33:00Z,961.0
1872,HK Scan Rauma,Sekatuote siipikarja luokka 3,13960kg,2021-09-01T12:21:00Z,,2021-09-01T15:43:00Z,2021-09-01T20:41:00Z,NLZ-735,2021-09-01T22:43:00Z,2021-09-01T23:34:00Z,961.0
1873,HK Scan Rauma,Sekatuote siipikarja luokka 3,14060kg,2021-09-01T17:30:00Z,,2021-09-01T19:37:00Z,2021-09-02T01:10:00Z,JJV-660,2021-09-02T03:46:00Z,2021-09-02T04:15:00Z,962.0
1874,HK Scan Rauma,Sekatuote siipikarja luokka 3,11580kg,2021-09-01T21:24:00Z,,2021-09-02T00:16:00Z,2021-09-02T01:11:00Z,JJV-660,2021-09-02T03:46:00Z,2021-09-02T04:49:00Z,962.0
1875,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",13360kg,2021-09-01T03:57:00Z,2021-09-01T04:00:00Z,2021-09-01T19:50:00Z,2021-09-02T01:44:00Z,NLZ-735,2021-09-02T04:41:00Z,2021-09-02T04:49:00Z,963.0
1876,HK Scan Rauma,Sekatuote siipikarja luokka 3,11220kg,2021-09-01T15:54:00Z,,2021-09-02T00:16:00Z,2021-09-02T01:54:00Z,NLZ-735,2021-09-02T03:43:00Z,2021-09-02T04:49:00Z,963.0
1877,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13360kg,2021-09-01T16:55:00Z,,2021-09-01T18:48:00Z,2021-09-02T05:50:00Z,TLY-876,2021-09-02T07:33:00Z,2021-09-02T09:48:00Z,964.0
1878,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13640kg,2021-09-01T09:51:00Z,,2021-09-02T07:14:00Z,2021-09-02T09:01:00Z,IMV-333,2021-09-02T11:00:00Z,2021-09-02T11:33:00Z,965.0
1879,HK Scan Rauma,Sekatuote siipikarja luokka 3,13440kg,2021-09-02T03:48:00Z,2021-09-02T04:00:00Z,2021-09-02T08:18:00Z,2021-09-02T13:05:00Z,JJV-660,2021-09-02T15:11:00Z,2021-09-02T15:34:00Z,966.0
1880,HK Scan Rauma,Sekatuote siipikarja luokka 3,13640kg,2021-09-02T08:18:00Z,,2021-09-02T11:13:00Z,2021-09-02T13:06:00Z,JJV-660,2021-09-02T15:11:00Z,2021-09-02T16:49:00Z,966.0
1881,HK Scan Rauma,Sekatuote siipikarja luokka 3,13260kg,2021-09-02T06:38:00Z,,2021-09-02T09:46:00Z,2021-09-02T13:06:00Z,JJV-660,2021-09-02T15:11:00Z,2021-09-02T16:14:00Z,966.0
1882,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14080kg,2021-09-01T18:48:00Z,,2021-09-02T07:14:00Z,2021-09-02T13:43:00Z,LOH-244,2021-09-02T15:26:00Z,2021-09-02T15:58:00Z,967.0
1883,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14000kg,2021-09-02T07:14:00Z,,2021-09-02T09:33:00Z,2021-09-02T13:44:00Z,LOH-244,2021-09-02T15:26:00Z,2021-09-02T16:26:00Z,967.0
1884,HK Scan Rauma,Sekatuote siipikarja luokka 3,13240kg,2021-09-02T09:46:00Z,,2021-09-02T12:57:00Z,2021-09-02T14:37:00Z,NLZ-735,2021-09-02T17:52:00Z,2021-09-02T18:57:00Z,968.0
1885,HK Scan Rauma,Sekatuote siipikarja luokka 3,14420kg,2021-09-02T11:23:00Z,,2021-09-02T14:59:00Z,2021-09-02T15:11:00Z,NLZ-735,2021-09-02T17:52:00Z,2021-09-02T18:56:00Z,968.0
1886,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13860kg,2021-09-02T11:51:00Z,,2021-09-02T13:36:00Z,2021-09-02T19:42:00Z,LOH-244,2021-09-02T21:28:00Z,2021-09-02T21:31:00Z,969.0
1887,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13840kg,2021-09-02T13:36:00Z,,2021-09-02T15:47:00Z,2021-09-02T19:42:00Z,LOH-244,2021-09-02T21:28:00Z,2021-09-02T21:42:00Z,969.0
1888,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12740kg,2021-09-02T15:47:00Z,,2021-09-02T17:36:00Z,2021-09-02T19:43:00Z,LOH-244,2021-09-02T21:28:00Z,2021-09-02T21:54:00Z,969.0
1889,HK Scan Rauma,Sekatuote siipikarja luokka 3,12280kg,2021-09-02T16:20:00Z,,2021-09-02T19:38:00Z,2021-09-02T19:50:00Z,JJV-660,2021-09-02T21:59:00Z,2021-09-02T22:13:00Z,970.0
1890,HK Scan Rauma,Sekatuote siipikarja luokka 3,13960kg,2021-09-02T13:03:00Z,,2021-09-02T16:19:00Z,2021-09-02T19:51:00Z,JJV-660,2021-09-02T22:45:00Z,2021-09-02T23:02:00Z,970.0
1891,HK Scan Rauma,Sekatuote siipikarja luokka 3,14040kg,2021-09-02T15:05:00Z,,2021-09-02T17:57:00Z,2021-09-02T19:51:00Z,JJV-660,2021-09-02T22:19:00Z,2021-09-02T22:35:00Z,970.0
1892,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",13760kg,2021-09-02T03:57:00Z,2021-09-02T04:00:00Z,2021-09-02T19:38:00Z,2021-09-02T21:28:00Z,NLZ-735,2021-09-03T00:26:00Z,2021-09-03T02:10:00Z,971.0
1893,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12400kg,2021-09-02T19:20:00Z,,2021-09-03T08:05:00Z,2021-09-03T08:46:00Z,LOH-244,2021-09-03T11:02:00Z,2021-09-03T11:53:00Z,972.0
1894,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14160kg,2021-09-02T07:15:00Z,,2021-09-03T08:05:00Z,2021-09-03T08:47:00Z,LOH-244,2021-09-03T11:02:00Z,2021-09-03T11:54:00Z,972.0
1895,HK Scan Rauma,Sekatuote siipikarja luokka 3,12900kg,2021-09-02T18:55:00Z,,2021-09-02T22:50:00Z,2021-09-03T09:18:00Z,JJV-660,2021-09-03T12:27:00Z,2021-09-03T12:29:00Z,973.0
1896,HK Scan Rauma,Sekatuote siipikarja luokka 3,13360kg,2021-09-03T03:55:00Z,2021-09-03T04:00:00Z,2021-09-03T08:15:00Z,2021-09-03T09:18:00Z,JJV-660,2021-09-03T13:48:00Z,2021-09-03T12:52:00Z,973.0
1897,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13320kg,2021-09-03T08:06:00Z,,2021-09-03T10:02:00Z,2021-09-03T12:31:00Z,VZR-635,2021-09-03T14:22:00Z,2021-09-03T15:23:00Z,974.0
1898,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14500kg,2021-09-03T10:02:00Z,,2021-09-03T12:08:00Z,2021-09-03T12:32:00Z,VZR-635,2021-09-03T14:22:00Z,2021-09-03T15:24:00Z,974.0
1899,HK Scan Rauma,Sekatuote siipikarja luokka 3,12800kg,2021-09-03T05:57:00Z,,2021-09-03T09:57:00Z,2021-09-03T14:38:00Z,NLZ-735,2021-09-03T17:51:00Z,2021-09-03T18:05:00Z,975.0
1900,HK Scan Rauma,Sekatuote siipikarja luokka 3,13220kg,2021-09-03T08:19:00Z,,2021-09-03T11:44:00Z,2021-09-03T14:39:00Z,NLZ-735,2021-09-03T17:51:00Z,2021-09-03T18:06:00Z,975.0
1901,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13460kg,2021-09-03T12:08:00Z,,2021-09-03T13:58:00Z,2021-09-03T17:16:00Z,LOH-244,2021-09-03T19:01:00Z,2021-09-03T19:55:00Z,976.0
1902,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14240kg,2021-09-03T13:58:00Z,,2021-09-03T15:47:00Z,2021-09-03T17:16:00Z,LOH-244,2021-09-03T19:01:00Z,2021-09-03T19:55:00Z,976.0
1903,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12800kg,2021-09-03T15:47:00Z,,2021-09-03T17:14:00Z,2021-09-03T17:16:00Z,LOH-244,2021-09-03T19:01:00Z,2021-09-03T19:56:00Z,976.0
1904,HK Scan Rauma,Sekatuote siipikarja luokka 3,9380kg,2021-09-03T09:57:00Z,,2021-09-03T18:33:00Z,2021-09-03T20:34:00Z,NLZ-735,2021-09-03T23:15:00Z,2021-09-03T23:56:00Z,977.0
1905,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",13360kg,2021-09-03T04:01:00Z,,2021-09-03T17:33:00Z,2021-09-03T20:34:00Z,NLZ-735,2021-09-03T23:15:00Z,2021-09-03T23:57:00Z,977.0
1906,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13960kg,2021-09-06T11:50:00Z,,2021-09-06T13:20:00Z,2021-09-06T13:36:00Z,NLZ-735,2021-09-06T16:30:00Z,2021-09-06T17:47:00Z,978.0
1907,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14460kg,2021-09-06T10:02:00Z,,2021-09-06T11:50:00Z,2021-09-06T13:37:00Z,NLZ-735,2021-09-06T16:30:00Z,2021-09-06T17:47:00Z,978.0
1908,HK Scan Rauma,Sekatuote siipikarja luokka 3,13540kg,2021-09-06T04:09:00Z,,2021-09-06T08:26:00Z,2021-09-06T14:30:00Z,JJV-660,2021-09-06T16:47:00Z,2021-09-06T17:04:00Z,979.0
1909,HK Scan Rauma,Sekatuote siipikarja luokka 3,13140kg,2021-09-06T07:11:00Z,,2021-09-06T10:15:00Z,2021-09-06T14:30:00Z,JJV-660,2021-09-06T17:14:00Z,2021-09-06T17:32:00Z,979.0
1910,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13720kg,2021-09-06T15:00:00Z,,2021-09-06T16:29:00Z,2021-09-06T19:19:00Z,LOH-244,2021-09-06T21:00:00Z,2021-09-06T21:15:00Z,980.0
1911,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13380kg,2021-09-06T13:28:00Z,,2021-09-06T14:59:00Z,2021-09-06T19:19:00Z,LOH-244,2021-09-06T21:00:00Z,2021-09-06T21:02:00Z,980.0
1912,HK Scan Rauma,Sekatuote siipikarja luokka 3,15300kg,2021-09-06T13:06:00Z,,2021-09-06T18:33:00Z,2021-09-06T20:12:00Z,JJV-660,2021-09-06T23:21:00Z,2021-09-06T23:42:00Z,981.0
1913,HK Scan Rauma,Sekatuote siipikarja luokka 3,12860kg,2021-09-06T14:35:00Z,,2021-09-06T17:51:00Z,2021-09-06T20:12:00Z,JJV-660,2021-09-06T22:56:00Z,2021-09-06T23:12:00Z,981.0
1914,HK Scan Rauma,Sekatuote siipikarja luokka 3,13720kg,2021-09-06T08:34:00Z,,2021-09-06T13:06:00Z,2021-09-06T20:35:00Z,NLZ-735,2021-09-06T23:18:00Z,2021-09-07T00:18:00Z,982.0
1915,HK Scan Rauma,Sekatuote siipikarja luokka 3,13120kg,2021-09-06T10:15:00Z,,2021-09-06T14:35:00Z,2021-09-06T20:35:00Z,NLZ-735,2021-09-06T23:18:00Z,2021-09-07T00:18:00Z,982.0
1916,HK Scan Rauma,Sekatuote siipikarja luokka 3,12380kg,2021-09-06T17:56:00Z,,2021-09-06T21:49:00Z,2021-09-07T06:46:00Z,JJV-660,2021-09-07T09:19:00Z,2021-09-07T09:39:00Z,983.0
1917,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",11140kg,2021-09-06T04:05:00Z,,2021-09-06T19:08:00Z,2021-09-07T06:47:00Z,JJV-660,2021-09-07T09:45:00Z,2021-09-07T10:04:00Z,983.0
1918,HK Scan Rauma,Sekatuote siipikarja luokka 3,7580kg,2021-09-06T21:32:00Z,,2021-09-06T23:09:00Z,2021-09-07T06:47:00Z,JJV-660,2021-09-07T10:13:00Z,2021-09-07T10:33:00Z,983.0
1919,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13700kg,2021-09-06T16:29:00Z,,2021-09-06T18:17:00Z,2021-09-07T07:21:00Z,TLY-876,2021-09-07T09:11:00Z,2021-09-07T10:23:00Z,984.0
1920,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13740kg,2021-09-06T18:17:00Z,,2021-09-06T19:34:00Z,2021-09-07T07:21:00Z,TLY-876,2021-09-07T09:11:00Z,2021-09-07T10:22:00Z,984.0
1921,HK Scan Rauma,Sekatuote siipikarja luokka 3,13060kg,2021-09-07T08:50:00Z,,2021-09-07T10:11:00Z,2021-09-07T11:52:00Z,NLZ-735,2021-09-07T14:50:00Z,2021-09-07T15:19:00Z,985.0
1922,HK Scan Rauma,Sekatuote siipikarja luokka 3,14260kg,2021-09-07T04:05:00Z,,2021-09-07T08:35:00Z,2021-09-07T14:22:00Z,JJV-660,2021-09-07T16:50:00Z,2021-09-07T17:06:00Z,986.0
1923,HK Scan Rauma,Sekatuote siipikarja luokka 3,13100kg,2021-09-07T08:35:00Z,,2021-09-07T12:42:00Z,2021-09-07T14:23:00Z,JJV-660,2021-09-07T17:15:00Z,2021-09-07T17:33:00Z,986.0
1924,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14420kg,2021-09-07T13:16:00Z,,2021-09-07T14:56:00Z,2021-09-07T15:28:00Z,LOH-244,2021-09-07T17:31:00Z,2021-09-07T17:20:00Z,987.0
1925,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13760kg,2021-09-07T09:43:00Z,,2021-09-07T11:30:00Z,2021-09-07T15:28:00Z,LOH-244,2021-09-07T17:27:00Z,2021-09-07T17:55:00Z,987.0
1926,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13940kg,2021-09-07T01:57:00Z,2021-09-07T05:00:00Z,2021-09-07T06:14:00Z,2021-09-07T15:28:00Z,LOH-244,2021-09-07T17:27:00Z,2021-09-07T17:47:00Z,987.0
1927,HK Scan Rauma,Sekatuote siipikarja luokka 3,15500kg,2021-09-07T12:42:00Z,,2021-09-07T16:56:00Z,2021-09-07T18:22:00Z,NLZ-735,2021-09-07T21:26:00Z,2021-09-07T22:58:00Z,988.0
1928,HK Scan Rauma,Sekatuote siipikarja luokka 3,14460kg,2021-09-07T10:11:00Z,,2021-09-07T14:12:00Z,2021-09-07T18:22:00Z,NLZ-735,2021-09-07T21:26:00Z,2021-09-07T22:57:00Z,988.0
1929,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14160kg,2021-09-07T14:56:00Z,,2021-09-07T16:43:00Z,2021-09-07T20:00:00Z,LOH-244,2021-09-07T22:32:00Z,2021-09-07T22:40:00Z,989.0
1930,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13040kg,2021-09-07T16:43:00Z,,2021-09-07T18:19:00Z,2021-09-07T20:29:00Z,LOH-244,2021-09-07T22:32:00Z,2021-09-07T23:00:00Z,989.0
1931,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",11540kg,2021-09-07T03:58:00Z,2021-09-07T04:00:00Z,2021-09-07T19:09:00Z,2021-09-07T21:52:00Z,JJV-660,2021-09-08T07:28:00Z,2021-09-08T07:49:00Z,990.0
1932,HK Scan Rauma,Sekatuote siipikarja luokka 3,14540kg,2021-09-07T14:12:00Z,,2021-09-07T18:26:00Z,2021-09-07T21:52:00Z,JJV-660,2021-09-08T07:57:00Z,2021-09-08T08:17:00Z,990.0
1933,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12500kg,2021-09-07T18:19:00Z,,2021-09-07T19:55:00Z,2021-09-08T06:40:00Z,TLY-876,2021-09-08T09:24:00Z,2021-09-08T09:34:00Z,991.0
1934,HK Scan Rauma,Sekatuote siipikarja luokka 3,11540kg,2021-09-07T17:01:00Z,,2021-09-07T21:30:00Z,2021-09-08T08:05:00Z,NLZ-735,2021-09-08T10:11:00Z,2021-09-08T11:56:00Z,992.0
1935,HK Scan Rauma,Sekatuote siipikarja luokka 3,13720kg,2021-09-08T03:52:00Z,2021-09-08T04:00:00Z,2021-09-08T08:12:00Z,2021-09-08T08:10:00Z,NLZ-735,2021-09-08T10:11:00Z,2021-09-08T11:56:00Z,992.0
1936,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,1kg,2021-09-08T08:21:00Z,,2021-09-08T11:31:00Z,2021-09-08T09:34:00Z,IMV-333,2021-09-08T17:29:00Z,2021-09-08T09:49:00Z,993.0
1937,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13500kg,2021-09-07T07:16:00Z,,2021-09-08T08:21:00Z,2021-09-08T09:35:00Z,IMV-333,2021-09-08T11:41:00Z,2021-09-08T12:17:00Z,993.0
1938,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,17420kg,2021-09-07T19:55:00Z,,2021-09-08T08:21:00Z,2021-09-08T09:35:00Z,IMV-333,2021-09-08T11:41:00Z,2021-09-08T12:16:00Z,993.0
1939,HK Scan Rauma,Sekatuote siipikarja luokka 3,13620kg,2021-09-08T05:19:00Z,,2021-09-08T10:06:00Z,2021-09-08T12:44:00Z,JJV-660,2021-09-08T15:04:00Z,2021-09-08T15:18:00Z,994.0
1940,HK Scan Rauma,Sekatuote siipikarja luokka 3,13880kg,2021-09-08T08:12:00Z,,2021-09-08T12:07:00Z,2021-09-08T12:46:00Z,JJV-660,2021-09-08T15:25:00Z,2021-09-08T15:34:00Z,994.0
1941,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15020kg,2021-09-08T11:31:00Z,,2021-09-08T13:25:00Z,2021-09-08T15:18:00Z,LOH-244,2021-09-08T17:29:00Z,2021-09-08T18:03:00Z,995.0
1942,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14040kg,2021-09-08T13:25:00Z,,2021-09-08T15:23:00Z,2021-09-08T15:18:00Z,LOH-244,2021-09-08T17:29:00Z,2021-09-08T17:40:00Z,995.0
1943,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14500kg,2021-09-08T15:23:00Z,,2021-09-08T17:26:00Z,2021-09-08T20:57:00Z,NLZ-735,2021-09-08T22:52:00Z,2021-09-08T23:51:00Z,996.0
1944,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15440kg,2021-09-08T17:26:00Z,,2021-09-08T19:37:00Z,2021-09-08T20:57:00Z,NLZ-735,2021-09-08T22:52:00Z,2021-09-08T23:51:00Z,996.0
1945,HK Scan Rauma,Sekatuote siipikarja luokka 3,13660kg,2021-09-08T12:08:00Z,,2021-09-08T16:28:00Z,2021-09-08T21:39:00Z,LOH-244,2021-09-08T23:23:00Z,2021-09-08T23:42:00Z,997.0
1946,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13280kg,2021-09-08T08:22:00Z,,2021-09-09T05:24:00Z,2021-09-09T08:05:00Z,TLY-876,2021-09-09T11:06:00Z,2021-09-09T11:23:00Z,998.0
1947,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13180kg,2021-09-08T19:37:00Z,,2021-09-09T05:24:00Z,2021-09-09T08:05:00Z,TLY-876,2021-09-09T11:06:00Z,2021-09-09T11:23:00Z,998.0
1948,HK Scan Rauma,Sekatuote siipikarja luokka 3,13720kg,2021-09-08T13:59:00Z,,2021-09-08T17:29:00Z,2021-09-09T08:31:00Z,NLZ-735,2021-09-09T10:29:00Z,2021-09-09T11:23:00Z,999.0
1949,HK Scan Rauma,Sekatuote siipikarja luokka 3,10400kg,2021-09-08T21:31:00Z,,2021-09-08T23:13:00Z,2021-09-09T10:47:00Z,LOH-244,2021-09-09T12:47:00Z,2021-09-09T12:50:00Z,1000.0
1950,HK Scan Rauma,Sekatuote siipikarja luokka 3,12800kg,2021-09-08T16:29:00Z,,2021-09-08T20:38:00Z,2021-09-09T10:47:00Z,LOH-244,2021-09-09T12:47:00Z,2021-09-09T13:00:00Z,1000.0
1951,HK Scan Rauma,Sekatuote siipikarja luokka 3,12780kg,2021-09-09T03:56:00Z,2021-09-09T04:00:00Z,2021-09-09T08:11:00Z,2021-09-09T14:08:00Z,NLZ-735,2021-09-09T16:11:00Z,2021-09-09T17:15:00Z,1001.0
1952,HK Scan Rauma,Sekatuote siipikarja luokka 3,14020kg,2021-09-09T06:26:00Z,,2021-09-09T09:49:00Z,2021-09-09T14:08:00Z,NLZ-735,2021-09-09T16:11:00Z,2021-09-09T17:15:00Z,1001.0
1953,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12900kg,2021-09-09T09:57:00Z,,2021-09-09T11:44:00Z,2021-09-09T14:24:00Z,JJV-660,2021-09-09T16:14:00Z,2021-09-09T17:41:00Z,1002.0
1954,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14420kg,2021-09-09T11:44:00Z,,2021-09-09T13:45:00Z,2021-09-09T14:25:00Z,JJV-660,2021-09-09T16:14:00Z,2021-09-09T17:43:00Z,1002.0
1955,HK Scan Rauma,Sekatuote siipikarja luokka 3,14320kg,2021-09-09T09:53:00Z,,2021-09-09T13:30:00Z,2021-09-09T16:28:00Z,LOH-244,2021-09-09T18:20:00Z,2021-09-09T18:34:00Z,1003.0
1956,HK Scan Rauma,Sekatuote siipikarja luokka 3,12940kg,2021-09-09T11:22:00Z,,2021-09-09T15:36:00Z,2021-09-09T16:28:00Z,LOH-244,2021-09-09T18:20:00Z,2021-09-09T18:22:00Z,1003.0
1957,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",11900kg,2021-09-09T04:02:00Z,,2021-09-09T18:52:00Z,2021-09-09T22:14:00Z,NLZ-735,2021-09-09T19:36:00Z,2021-09-09T23:13:00Z,1004.0
1958,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14540kg,2021-09-09T13:45:00Z,,2021-09-09T15:50:00Z,2021-09-10T08:12:00Z,JJV-660,2021-09-10T10:03:00Z,2021-09-10T10:48:00Z,1005.0
